case_id,date,complaint_type,building_age,borough,days_since_last_service,time_of_day,season,status
290,2025-02-28 12:00:54.602144,No Heat,49,Queens,56,Afternoon,Winter,Needs Repair
291,2024-08-16 12:00:54.602147,No Heat,72,Staten Island,112,Evening,Fall,Found Okay
292,2024-08-27 12:00:54.602150,Power Out,30,Staten Island,87,Night,Winter,Found Okay
293,2025-01-18 12:00:54.602153,No Heat,65,Staten Island,34,Night,Spring,Found Okay
294,2024-09-24 12:00:54.602156,Gas Smell,62,Queens,127,Night,Summer,Found Okay
295,2025-02-18 12:00:54.602159,No Heat,60,Staten Island,110,Night,Summer,Needs Repair
296,2025-01-04 12:00:54.602162,Meter Issue,66,Manhattan,176,Night,Fall,Found Okay
297,2025-02-12 12:00:54.602165,Meter Issue,48,Brooklyn,52,Morning,Summer,Found Okay
298,2025-02-20 12:00:54.602168,No Hot Water,21,Staten Island,43,Morning,Winter,Found Okay
299,2025-05-24 12:00:54.602171,No Hot Water,48,Staten Island,303,Night,Fall,Found Okay
300,2024-10-15 12:00:54.602174,No Heat,35,Manhattan,218,Afternoon,Summer,Found Okay
301,2024-10-27 12:00:54.602178,No Heat,39,Bronx,266,Evening,Spring,Found Okay
302,2024-09-30 12:00:54.602181,No Heat,31,Bronx,23,Afternoon,Fall,Found Okay
303,2025-03-18 12:00:54.602184,Power Out,42,Manhattan,45,Afternoon,Summer,Found Okay
304,2025-01-17 12:00:54.602187,No Hot Water,41,Staten Island,154,Night,Fall,Found Okay
305,2025-03-25 12:00:54.602190,Meter Issue,14,Brooklyn,350,Afternoon,Spring,Found Okay
306,2025-06-28 12:00:54.602193,No Hot Water,60,Staten Island,400,Morning,Fall,Found Okay
307,2025-02-05 12:00:54.602196,Power Out,83,Manhattan,320,Evening,Winter,Found Okay
308,2025-07-09 12:00:54.602199,No Hot Water,59,Manhattan,7,Evening,Winter,Found Okay
309,2024-12-05 12:00:54.602202,No Hot Water,46,Queens,309,Evening,Summer,Found Okay
310,2025-02-23 12:00:54.602205,No Heat,49,Manhattan,412,Afternoon,Winter,Needs Repair
311,2025-06-23 12:00:54.602208,No Hot Water,43,Queens,10,Evening,Winter,Found Okay
312,2024-12-13 12:00:54.602211,No Hot Water,51,Manhattan,96,Evening,Fall,Found Okay
313,2024-07-31 12:00:54.602214,Power Out,49,Queens,138,Morning,Fall,Found Okay
314,2025-06-10 12:00:54.602218,Meter Issue,37,Queens,47,Night,Summer,Found Okay
315,2024-11-09 12:00:54.602221,No Hot Water,75,Staten Island,130,Night,Winter,Found Okay
316,2024-10-21 12:00:54.602224,No Heat,27,Queens,390,Morning,Spring,Found Okay
317,2025-07-04 12:00:54.602227,No Hot Water,60,Bronx,363,Morning,Summer,Found Okay
318,2024-12-17 12:00:54.602230,No Hot Water,48,Manhattan,505,Night,Spring,Found Okay
319,2024-10-27 12:00:54.602233,No Heat,78,Brooklyn,119,Afternoon,Winter,Found Okay
320,2024-10-18 12:00:54.602236,Power Out,55,Manhattan,95,Morning,Summer,Found Okay
321,2025-04-25 12:00:54.602239,Meter Issue,44,Staten Island,197,Evening,Spring,Needs Repair
322,2024-10-20 12:00:54.602242,Meter Issue,46,Staten Island,97,Morning,Summer,Found Okay
323,2024-09-17 12:00:54.602245,No Heat,50,Queens,7,Afternoon,Fall,Found Okay
324,2024-09-30 12:00:54.602249,Meter Issue,32,Staten Island,229,Morning,Fall,Found Okay
325,2025-03-06 12:00:54.602252,Power Out,38,Staten Island,59,Evening,Spring,Found Okay
326,2025-07-27 12:00:54.602255,No Hot Water,23,Manhattan,9,Morning,Fall,Found Okay
327,2025-06-26 12:00:54.602258,No Hot Water,36,Bronx,3,Morning,Fall,Needs Repair
328,2025-01-20 12:00:54.602261,Power Out,51,Bronx,482,Morning,Spring,Found Okay
329,2025-06-12 12:00:54.602264,No Hot Water,54,Queens,52,Night,Summer,Found Okay
330,2025-07-14 12:00:54.602267,No Hot Water,20,Staten Island,106,Night,Spring,Found Okay
331,2025-02-09 12:00:54.602270,No Hot Water,47,Staten Island,541,Afternoon,Fall,Found Okay
332,2024-12-23 12:00:54.602273,Gas Smell,58,Bronx,113,Night,Summer,Needs Repair
333,2025-02-23 12:00:54.602276,No Heat,47,Queens,14,Afternoon,Fall,Found Okay
334,2025-06-15 12:00:54.602279,Meter Issue,40,Staten Island,144,Night,Winter,Found Okay
335,2025-07-25 12:00:54.602282,Power Out,43,Queens,16,Afternoon,Spring,Found Okay
336,2025-04-23 12:00:54.602285,Gas Smell,41,Manhattan,17,Afternoon,Spring,Found Okay
337,2024-12-10 12:00:54.602288,No Heat,40,Staten Island,343,Afternoon,Spring,Found Okay
338,2025-06-24 12:00:54.602291,Gas Smell,52,Staten Island,61,Morning,Spring,Needs Repair
339,2024-10-24 12:00:54.602294,No Heat,84,Staten Island,204,Morning,Winter,Needs Repair
340,2024-08-16 12:00:54.602297,No Heat,38,Bronx,128,Afternoon,Summer,Found Okay
341,2024-10-02 12:00:54.602300,No Hot Water,45,Bronx,45,Afternoon,Summer,Found Okay
342,2025-01-31 12:00:54.602303,No Hot Water,49,Staten Island,131,Morning,Summer,Found Okay
343,2025-04-27 12:00:54.602307,Gas Smell,39,Staten Island,12,Evening,Winter,Needs Repair
344,2025-04-23 12:00:54.602310,No Heat,66,Manhattan,76,Morning,Winter,Needs Repair
345,2025-01-24 12:00:54.602313,No Hot Water,14,Manhattan,133,Afternoon,Summer,Found Okay
346,2025-04-06 12:00:54.602316,No Heat,42,Queens,46,Morning,Summer,Found Okay
347,2025-01-21 12:00:54.602319,Meter Issue,62,Queens,194,Night,Winter,Found Okay
348,2024-11-20 12:00:54.602322,Gas Smell,45,Bronx,9,Afternoon,Fall,Needs Repair
349,2025-02-20 12:00:54.602325,Power Out,37,Brooklyn,119,Morning,Winter,Found Okay
350,2024-11-17 12:00:54.602328,No Hot Water,56,Manhattan,225,Night,Spring,Needs Repair
351,2024-09-11 12:00:54.602331,No Heat,63,Queens,101,Morning,Summer,Found Okay
352,2025-03-25 12:00:54.602334,Meter Issue,53,Manhattan,373,Morning,Fall,Found Okay
353,2025-07-13 12:00:54.602337,No Heat,37,Manhattan,180,Evening,Summer,Found Okay
354,2024-10-23 12:00:54.602340,No Hot Water,56,Brooklyn,572,Morning,Fall,Found Okay
355,2024-12-20 12:00:54.602343,Gas Smell,43,Manhattan,60,Morning,Summer,Needs Repair
356,2025-06-07 12:00:54.602346,No Heat,61,Brooklyn,502,Evening,Summer,Found Okay
357,2025-06-03 12:00:54.602349,Power Out,72,Brooklyn,168,Morning,Summer,Found Okay
358,2024-09-11 12:00:54.602352,No Hot Water,10,Manhattan,246,Evening,Spring,Found Okay
359,2024-08-05 12:00:54.602355,No Heat,51,Manhattan,418,Night,Winter,Needs Repair
360,2025-02-07 12:00:54.602359,No Heat,23,Queens,144,Evening,Fall,Found Okay
361,2024-10-24 12:00:54.602362,No Heat,86,Manhattan,356,Night,Spring,Found Okay
362,2025-04-08 12:00:54.602365,Meter Issue,42,Manhattan,140,Evening,Spring,Found Okay
363,2024-10-16 12:00:54.602368,Power Out,61,Manhattan,164,Night,Summer,Found Okay
364,2024-08-23 12:00:54.602371,No Heat,49,Queens,106,Morning,Fall,Found Okay
365,2025-03-02 12:00:54.602374,No Heat,37,Brooklyn,28,Night,Fall,Found Okay
366,2025-03-26 12:00:54.602377,Power Out,36,Queens,145,Night,Fall,Found Okay
367,2025-02-26 12:00:54.602380,Gas Smell,73,Manhattan,682,Afternoon,Fall,Needs Repair
368,2024-10-31 12:00:54.602383,No Hot Water,64,Staten Island,278,Night,Fall,Needs Repair
369,2025-04-18 12:00:54.602386,No Hot Water,79,Manhattan,247,Morning,Spring,Found Okay
370,2024-10-05 12:00:54.602389,No Heat,50,Queens,185,Afternoon,Fall,Found Okay
371,2024-11-27 12:00:54.602392,Power Out,54,Queens,76,Afternoon,Spring,Found Okay
372,2025-02-05 12:00:54.602395,Meter Issue,45,Bronx,33,Evening,Fall,Found Okay
373,2025-06-22 12:00:54.602398,No Heat,45,Staten Island,45,Night,Summer,Found Okay
374,2025-02-11 12:00:54.602401,Gas Smell,34,Queens,1,Evening,Spring,Needs Repair
375,2024-11-26 12:00:54.602404,No Hot Water,51,Brooklyn,201,Evening,Spring,Found Okay
376,2025-07-05 12:00:54.602408,No Hot Water,38,Manhattan,300,Night,Fall,Found Okay
377,2024-08-10 12:00:54.602410,No Heat,56,Brooklyn,56,Evening,Fall,Found Okay
378,2024-09-28 12:00:54.602414,Power Out,52,Queens,17,Morning,Winter,Found Okay
379,2025-07-18 12:00:54.602417,No Hot Water,54,Queens,73,Morning,Summer,Found Okay
380,2024-09-18 12:00:54.602420,No Hot Water,75,Brooklyn,62,Night,Summer,Found Okay
381,2024-09-21 12:00:54.602423,No Hot Water,49,Brooklyn,107,Night,Spring,Needs Repair
382,2025-06-25 12:00:54.602426,No Heat,61,Bronx,55,Afternoon,Summer,Found Okay
383,2025-02-08 12:00:54.602429,No Heat,80,Manhattan,74,Night,Winter,Needs Repair
384,2025-07-11 12:00:54.602432,Power Out,69,Brooklyn,428,Night,Fall,Found Okay
385,2024-09-13 12:00:54.602435,No Heat,67,Manhattan,73,Morning,Fall,Found Okay
386,2024-11-09 12:00:54.602438,Power Out,45,Staten Island,277,Morning,Fall,Found Okay
387,2025-03-11 12:00:54.602441,No Hot Water,53,Queens,176,Night,Spring,Found Okay
388,2025-03-10 12:00:54.602444,No Hot Water,30,Brooklyn,74,Afternoon,Winter,Found Okay
389,2025-04-30 12:00:54.602447,No Hot Water,57,Staten Island,306,Morning,Spring,Found Okay
390,2024-08-11 12:00:54.602450,No Hot Water,54,Queens,162,Morning,Spring,Needs Repair
391,2024-09-12 12:00:54.602454,No Heat,50,Bronx,1,Evening,Summer,Found Okay
392,2024-10-16 12:00:54.602457,No Hot Water,65,Queens,12,Night,Summer,Found Okay
393,2024-12-28 12:00:54.602460,Power Out,31,Brooklyn,251,Evening,Spring,Found Okay
394,2024-08-23 12:00:54.602463,Power Out,74,Staten Island,106,Night,Winter,Found Okay
395,2025-06-10 12:00:54.602466,No Heat,63,Staten Island,93,Afternoon,Spring,Found Okay
396,2025-02-28 12:00:54.602469,No Hot Water,48,Staten Island,28,Evening,Spring,Needs Repair
397,2025-01-26 12:00:54.602489,No Heat,47,Queens,30,Morning,Spring,Needs Repair
398,2025-05-29 12:00:54.602493,No Heat,57,Manhattan,287,Night,Fall,Found Okay
399,2025-01-22 12:00:54.602496,No Heat,72,Manhattan,317,Night,Fall,Found Okay
400,2025-03-28 12:00:54.602499,Meter Issue,51,Queens,147,Evening,Winter,Found Okay
401,2025-03-03 12:00:54.602502,No Heat,52,Brooklyn,62,Evening,Summer,Found Okay
402,2024-09-20 12:00:54.602505,No Heat,50,Queens,485,Afternoon,Summer,Found Okay
403,2025-06-03 12:00:54.602509,No Heat,76,Manhattan,176,Morning,Winter,Needs Repair
404,2024-08-23 12:00:54.602512,No Heat,44,Queens,286,Afternoon,Summer,Found Okay
405,2024-09-29 12:00:54.602515,Gas Smell,49,Staten Island,0,Morning,Spring,Needs Repair
406,2025-02-01 12:00:54.602518,No Heat,71,Brooklyn,107,Morning,Fall,Found Okay
407,2025-02-11 12:00:54.602522,No Heat,52,Brooklyn,368,Night,Fall,Found Okay
408,2024-09-08 12:00:54.602525,Gas Smell,67,Bronx,74,Morning,Summer,Needs Repair
409,2024-11-02 12:00:54.602528,No Hot Water,36,Queens,233,Evening,Summer,Found Okay
410,2025-06-07 12:00:54.602532,Power Out,46,Staten Island,192,Night,Winter,Found Okay
411,2025-04-21 12:00:54.602535,Gas Smell,72,Queens,29,Afternoon,Winter,Needs Repair
412,2024-11-09 12:00:54.602538,No Heat,39,Bronx,268,Morning,Spring,Found Okay
413,2025-06-08 12:00:54.602542,Power Out,47,Bronx,21,Night,Spring,Found Okay
414,2025-06-01 12:00:54.602545,No Heat,53,Queens,234,Evening,Summer,Found Okay
415,2025-04-14 12:00:54.602548,No Hot Water,35,Queens,847,Afternoon,Winter,Found Okay
416,2025-07-26 12:00:54.602552,No Hot Water,43,Queens,570,Night,Fall,Found Okay
417,2025-04-19 12:00:54.602555,No Heat,51,Manhattan,289,Night,Winter,Needs Repair
418,2025-01-16 12:00:54.602558,Gas Smell,50,Bronx,137,Evening,Spring,Found Okay
419,2024-11-11 12:00:54.602561,Meter Issue,69,Brooklyn,202,Evening,Summer,Found Okay
420,2024-07-31 12:00:54.602565,Meter Issue,73,Manhattan,234,Morning,Summer,Needs Repair
421,2024-08-15 12:00:54.602568,Gas Smell,37,Staten Island,1,Afternoon,Winter,Needs Repair
422,2025-06-14 12:00:54.602572,No Hot Water,51,Brooklyn,19,Night,Winter,Needs Repair
423,2024-08-10 12:00:54.602575,No Heat,60,Brooklyn,163,Evening,Winter,Found Okay
424,2024-09-23 12:00:54.602578,No Heat,72,Brooklyn,1,Evening,Winter,Needs Repair
425,2024-09-26 12:00:54.602582,No Hot Water,60,Bronx,431,Night,Spring,Found Okay
426,2025-03-09 12:00:54.602585,No Hot Water,54,Staten Island,121,Evening,Spring,Found Okay
427,2024-11-04 12:00:54.602588,Meter Issue,59,Manhattan,53,Evening,Winter,Found Okay
428,2025-03-29 12:00:54.602592,No Hot Water,60,Staten Island,90,Morning,Summer,Found Okay
429,2025-04-16 12:00:54.602595,No Hot Water,36,Manhattan,342,Night,Fall,Found Okay
430,2025-02-23 12:00:54.602598,No Hot Water,52,Bronx,471,Morning,Fall,Needs Repair
431,2025-03-06 12:00:54.602602,Power Out,71,Staten Island,22,Afternoon,Spring,Found Okay
432,2025-03-08 12:00:54.602605,Power Out,46,Brooklyn,270,Evening,Winter,Found Okay
433,2025-04-02 12:00:54.602608,Gas Smell,51,Staten Island,155,Morning,Winter,Needs Repair
434,2024-09-15 12:00:54.602612,No Hot Water,46,Bronx,158,Night,Fall,Found Okay
435,2024-10-29 12:00:54.602615,Power Out,15,Bronx,272,Afternoon,Summer,Needs Repair
436,2025-04-30 12:00:54.602618,No Heat,50,Bronx,45,Afternoon,Fall,Found Okay
437,2025-06-03 12:00:54.602622,Meter Issue,54,Manhattan,136,Morning,Summer,Found Okay
438,2024-08-19 12:00:54.602625,No Hot Water,42,Staten Island,69,Morning,Fall,Found Okay
439,2024-12-14 12:00:54.602628,No Hot Water,32,Brooklyn,17,Evening,Winter,Needs Repair
440,2025-04-05 12:00:54.602632,No Hot Water,36,Brooklyn,19,Morning,Spring,Found Okay
441,2024-09-16 12:00:54.602635,Power Out,61,Queens,26,Morning,Spring,Found Okay
442,2024-10-25 12:00:54.602639,No Heat,79,Bronx,171,Morning,Summer,Found Okay
443,2025-03-26 12:00:54.602642,Meter Issue,70,Brooklyn,20,Afternoon,Spring,Needs Repair
444,2025-03-24 12:00:54.602645,No Hot Water,29,Bronx,151,Night,Spring,Found Okay
445,2025-06-03 12:00:54.602649,No Hot Water,62,Brooklyn,159,Morning,Spring,Found Okay
446,2025-03-31 12:00:54.602652,No Heat,40,Staten Island,421,Afternoon,Fall,Found Okay
447,2025-07-30 12:00:54.602655,No Hot Water,41,Queens,177,Afternoon,Winter,Found Okay
448,2024-12-04 12:00:54.602659,No Hot Water,43,Bronx,763,Morning,Fall,Found Okay
449,2024-10-14 12:00:54.602662,No Hot Water,60,Manhattan,5,Afternoon,Winter,Found Okay
450,2025-04-26 12:00:54.602666,Power Out,64,Manhattan,219,Evening,Spring,Found Okay
451,2025-03-27 12:00:54.602669,No Hot Water,48,Brooklyn,4,Night,Fall,Found Okay
452,2025-04-04 12:00:54.602672,Meter Issue,48,Staten Island,235,Evening,Winter,Found Okay
453,2025-06-13 12:00:54.602675,Gas Smell,56,Bronx,87,Night,Fall,Found Okay
454,2025-05-03 12:00:54.602689,Power Out,58,Queens,170,Afternoon,Summer,Found Okay
455,2024-12-06 12:00:54.602693,No Heat,67,Staten Island,66,Morning,Fall,Found Okay
456,2024-11-01 12:00:54.602696,No Hot Water,30,Brooklyn,31,Morning,Spring,Found Okay
457,2025-01-23 12:00:54.602699,No Hot Water,50,Staten Island,231,Afternoon,Fall,Found Okay
458,2025-01-20 12:00:54.602703,Gas Smell,33,Queens,422,Morning,Spring,Needs Repair
459,2025-05-23 12:00:54.602706,Meter Issue,49,Staten Island,36,Afternoon,Summer,Found Okay
460,2024-10-26 12:00:54.602710,No Heat,46,Bronx,456,Evening,Spring,Found Okay
461,2024-08-16 12:00:54.602713,No Heat,49,Brooklyn,27,Afternoon,Spring,Found Okay
462,2024-11-26 12:00:54.602724,Meter Issue,38,Queens,239,Afternoon,Spring,Needs Repair
463,2025-05-16 12:00:54.602728,No Heat,27,Brooklyn,576,Evening,Fall,Found Okay
464,2025-02-27 12:00:54.602732,Power Out,18,Bronx,28,Evening,Summer,Needs Repair
465,2025-03-09 12:00:54.602735,No Hot Water,48,Queens,102,Afternoon,Fall,Found Okay
466,2025-05-06 12:00:54.602738,Power Out,43,Queens,74,Evening,Winter,Found Okay
467,2025-01-27 12:00:54.602742,No Heat,39,Brooklyn,88,Night,Fall,Found Okay
468,2024-10-19 12:00:54.602745,No Heat,69,Staten Island,251,Evening,Winter,Needs Repair
469,2024-12-23 12:00:54.602748,Gas Smell,37,Staten Island,194,Morning,Spring,Needs Repair
470,2025-05-23 12:00:54.602752,Meter Issue,71,Manhattan,623,Evening,Winter,Found Okay
471,2025-06-14 12:00:54.602755,No Hot Water,74,Manhattan,36,Evening,Spring,Found Okay
472,2025-04-28 12:00:54.602758,No Hot Water,20,Queens,141,Afternoon,Summer,Found Okay
473,2024-12-05 12:00:54.602762,Gas Smell,51,Brooklyn,107,Evening,Summer,Found Okay
474,2025-01-08 12:00:54.602765,Meter Issue,44,Queens,452,Night,Spring,Found Okay
475,2024-12-25 12:00:54.602768,Power Out,6,Brooklyn,1,Afternoon,Spring,Found Okay
476,2024-08-24 12:00:54.602771,Meter Issue,28,Bronx,814,Night,Spring,Found Okay
477,2025-06-22 12:00:54.602775,No Heat,61,Manhattan,117,Morning,Winter,Needs Repair
478,2025-04-22 12:00:54.602778,No Heat,80,Queens,176,Afternoon,Summer,Found Okay
479,2024-10-15 12:00:54.602781,Gas Smell,63,Bronx,80,Afternoon,Spring,Needs Repair
480,2024-11-19 12:00:54.602785,Power Out,54,Staten Island,344,Morning,Winter,Found Okay
481,2024-12-21 12:00:54.602788,No Heat,49,Manhattan,148,Morning,Spring,Needs Repair
482,2024-08-08 12:00:54.602791,No Heat,75,Brooklyn,195,Night,Summer,Found Okay
483,2025-07-08 12:00:54.602795,Power Out,82,Staten Island,188,Evening,Fall,Found Okay
484,2024-11-23 12:00:54.602798,No Heat,41,Staten Island,81,Afternoon,Summer,Found Okay
485,2025-07-21 12:00:54.602801,No Hot Water,20,Bronx,14,Afternoon,Fall,Found Okay
486,2024-11-27 12:00:54.602804,No Hot Water,18,Queens,296,Night,Summer,Found Okay
487,2024-09-09 12:00:54.602808,Gas Smell,69,Queens,61,Afternoon,Spring,Needs Repair
488,2025-04-22 12:00:54.602811,Power Out,49,Bronx,340,Morning,Summer,Found Okay
489,2024-10-14 12:00:54.602814,No Hot Water,52,Staten Island,168,Afternoon,Spring,Found Okay
490,2025-02-01 12:00:54.602818,Gas Smell,23,Manhattan,78,Evening,Winter,Needs Repair
491,2024-12-20 12:00:54.602821,Gas Smell,38,Staten Island,162,Morning,Fall,Found Okay
492,2024-11-23 12:00:54.602824,No Hot Water,45,Bronx,186,Night,Fall,Found Okay
493,2025-03-06 12:00:54.602827,Gas Smell,53,Staten Island,220,Night,Winter,Needs Repair
494,2025-04-26 12:00:54.602831,No Heat,44,Staten Island,311,Afternoon,Fall,Found Okay
495,2024-11-16 12:00:54.602834,No Heat,34,Staten Island,31,Morning,Winter,Needs Repair
496,2024-09-09 12:00:54.602837,No Heat,38,Staten Island,519,Morning,Spring,Found Okay
497,2025-07-27 12:00:54.602841,No Heat,68,Manhattan,95,Morning,Summer,Found Okay
498,2025-07-15 12:00:54.602844,No Hot Water,53,Brooklyn,354,Afternoon,Fall,Found Okay
499,2024-10-24 12:00:54.602847,Power Out,59,Brooklyn,44,Afternoon,Summer,Found Okay
500,2024-08-29 12:00:54.602851,Power Out,36,Queens,5,Night,Spring,Found Okay
501,2024-11-26 12:00:54.602854,Power Out,5,Brooklyn,153,Evening,Fall,Found Okay
502,2024-11-15 12:00:54.602857,No Hot Water,42,Brooklyn,70,Morning,Winter,Found Okay
503,2025-02-21 12:00:54.602861,No Hot Water,37,Brooklyn,749,Afternoon,Winter,Found Okay
504,2024-08-25 12:00:54.602864,No Hot Water,55,Staten Island,19,Afternoon,Fall,Found Okay
505,2025-03-01 12:00:54.602867,No Heat,99,Staten Island,8,Evening,Spring,Found Okay
506,2025-02-03 12:00:54.602871,No Heat,60,Manhattan,8,Afternoon,Summer,Found Okay
507,2025-02-18 12:00:54.602874,Gas Smell,91,Staten Island,44,Afternoon,Summer,Needs Repair
508,2025-06-28 12:00:54.602877,Meter Issue,58,Staten Island,155,Afternoon,Summer,Found Okay
509,2025-02-02 12:00:54.602880,No Heat,40,Brooklyn,126,Morning,Fall,Found Okay
510,2025-04-21 12:00:54.602884,No Heat,55,Manhattan,77,Evening,Summer,Found Okay
511,2024-11-05 12:00:54.602887,Power Out,76,Manhattan,16,Night,Winter,Needs Repair
512,2024-09-11 12:00:54.602891,No Heat,77,Brooklyn,47,Evening,Summer,Found Okay
513,2025-05-27 12:00:54.602894,Power Out,41,Brooklyn,36,Evening,Spring,Found Okay
514,2025-02-13 12:00:54.602897,Power Out,53,Manhattan,246,Night,Summer,Found Okay
515,2024-09-04 12:00:54.602901,Meter Issue,28,Bronx,272,Night,Winter,Needs Repair
516,2025-06-18 12:00:54.602904,No Hot Water,62,Brooklyn,270,Afternoon,Summer,Found Okay
517,2025-06-17 12:00:54.602907,Power Out,73,Brooklyn,625,Afternoon,Summer,Found Okay
518,2024-10-19 12:00:54.602911,No Hot Water,50,Manhattan,388,Afternoon,Fall,Found Okay
519,2025-07-19 12:00:54.602914,Gas Smell,39,Bronx,123,Morning,Spring,Needs Repair
520,2025-04-27 12:00:54.602917,No Hot Water,55,Bronx,96,Morning,Summer,Found Okay
521,2024-10-02 12:00:54.602920,No Heat,56,Queens,445,Evening,Summer,Found Okay
522,2024-11-20 12:00:54.602924,No Hot Water,51,Bronx,170,Morning,Fall,Found Okay
523,2024-12-01 12:00:54.602928,No Hot Water,52,Brooklyn,62,Morning,Spring,Needs Repair
524,2025-06-26 12:00:54.602931,Power Out,47,Staten Island,149,Night,Spring,Found Okay
525,2024-12-28 12:00:54.602934,Power Out,64,Manhattan,872,Afternoon,Fall,Found Okay
526,2024-08-28 12:00:54.602937,Power Out,61,Brooklyn,340,Night,Spring,Found Okay
527,2025-05-02 12:00:54.602941,No Heat,35,Manhattan,59,Afternoon,Spring,Found Okay
528,2024-11-09 12:00:54.602944,Power Out,34,Bronx,550,Evening,Winter,Found Okay
529,2025-04-29 12:00:54.602948,No Hot Water,46,Manhattan,717,Night,Summer,Found Okay
530,2025-05-02 12:00:54.602951,Meter Issue,61,Brooklyn,47,Afternoon,Summer,Found Okay
531,2025-04-07 12:00:54.602954,Meter Issue,52,Staten Island,406,Night,Winter,Found Okay
532,2025-04-17 12:00:54.602957,No Heat,40,Brooklyn,386,Night,Spring,Found Okay
533,2025-01-16 12:00:54.602961,Power Out,53,Queens,7,Afternoon,Summer,Found Okay
534,2024-09-20 12:00:54.602964,No Heat,45,Manhattan,199,Morning,Spring,Found Okay
535,2025-04-08 12:00:54.602967,No Hot Water,63,Brooklyn,65,Night,Spring,Found Okay
536,2025-05-17 12:00:54.602971,No Hot Water,54,Bronx,202,Evening,Fall,Found Okay
537,2024-12-26 12:00:54.602976,No Heat,45,Bronx,440,Morning,Winter,Needs Repair
538,2024-10-27 12:00:54.602980,Power Out,53,Brooklyn,124,Night,Fall,Found Okay
539,2024-11-24 12:00:54.602983,No Heat,69,Queens,96,Evening,Winter,Needs Repair
540,2025-02-17 12:00:54.602986,No Heat,41,Manhattan,458,Evening,Spring,Found Okay
541,2024-08-08 12:00:54.602990,Gas Smell,56,Queens,657,Afternoon,Summer,Needs Repair
